state_ut,district,Year,rape,kidnapping_and_abduction,dowry_deaths,women_assault,women_modesty_insult,husband_relatives_cruelty,girls_importation
Karnataka,Mandya,2011,31,31,12,98,0,230,0
Karnataka,Mangalore City,2011,16,4,0,27,2,43,0
Karnataka,Mysore Commr.,2011,11,17,5,23,0,32,9
Karnataka,Mysore Rural,2011,19,39,7,174,0,158,0
Karnataka,Raichur,2011,29,14,10,149,0,174,0
Karnataka,Railways,2011,0,1,0,0,0,0,0
Karnataka,Ramanagar,2011,19,45,23,101,0,71,0
Karnataka,Shimoga,2011,23,18,6,123,10,278,0
Karnataka,Tumkur,2011,31,14,17,135,0,124,0
Karnataka,Udupi,2011,5,3,1,45,1,42,0
Karnataka,Uttar Kannada,2011,11,4,3,73,12,75,0
Karnataka,Yadgiri,2011,9,0,2,69,0,65,0
Karnataka,Total,2011,636,715,267,2608,81,3712,12
Kerala,Alapuzha,2011,56,10,1,245,76,310,0
Kerala,Ernakulam Commr.,2011,62,4,1,149,44,225,0
Kerala,Ernakulam Rural,2011,30,11,0,105,32,136,0
Kerala,Idukki,2011,54,8,0,169,18,237,0
Kerala,Kannur,2011,55,11,0,161,23,373,0
Kerala,Kasargod,2011,125,8,0,136,10,196,0
Kerala,Kollam Commr.,2011,51,20,1,192,19,319,0
Kerala,Kollam Rural,2011,46,10,0,255,8,298,0
Kerala,Kottayam,2011,51,21,2,258,31,285,0
Kerala,Kozhikode Commr.,2011,14,10,0,124,100,171,0
Kerala,Kozhikode Rural,2011,46,16,1,179,13,322,0
Kerala,Malappuram,2011,83,12,0,232,27,661,0
Kerala,Palakkad,2011,85,9,2,156,18,404,0
Kerala,Pathanamthitta,2011,33,15,0,157,14,158,0
Kerala,Railways,2011,0,0,0,25,9,0,0
Kerala,Thrissur Commr.,2011,28,10,0,100,28,131,0
Kerala,Thrissur Rural,2011,69,12,1,263,28,449,0
Kerala,Trivandrum Commr.,2011,39,13,0,241,46,156,0
Kerala,Trivandrum Rural,2011,140,15,4,547,24,422,0
Kerala,Wayanadu,2011,65,6,2,62,5,124,0
Kerala,Total,2011,1132,221,15,3756,573,5377,0
Madhya Pradesh,Alirajpur,2011,24,18,0,23,0,8,0
Madhya Pradesh,Anuppur,2011,60,7,10,57,4,42,0
Madhya Pradesh,Ashok Nagar,2011,36,5,8,105,8,33,0
Madhya Pradesh,Balaghat,2011,55,7,3,104,7,37,0
Madhya Pradesh,Barwani,2011,39,7,2,58,5,11,0
Madhya Pradesh,Betul,2011,120,18,20,188,6,53,0
Madhya Pradesh,Bhind,2011,51,18,28,71,11,45,0
Madhya Pradesh,Bhopal,2011,146,32,19,144,16,198,2
Madhya Pradesh,Bhopal Rly.,2011,0,0,0,8,2,0,0
Madhya Pradesh,Burhanpur,2011,29,2,5,41,5,13,0
Madhya Pradesh,Chhatarpur,2011,77,42,33,185,8,75,0
Madhya Pradesh,Chhindwara,2011,111,22,14,189,41,89,0
Madhya Pradesh,Damoh,2011,52,14,27,193,0,139,0
Madhya Pradesh,Datiya,2011,25,19,10,65,0,37,0
Madhya Pradesh,Dewas,2011,102,21,19,162,30,110,0
Madhya Pradesh,Dhar,2011,103,41,62,189,13,74,0
Madhya Pradesh,Dindori,2011,46,4,1,67,5,21,0
Madhya Pradesh,Guna,2011,75,24,9,122,14,30,1
Madhya Pradesh,Gwalior,2011,75,81,34,170,14,168,0
Madhya Pradesh,Harda,2011,53,15,5,59,9,14,0
Madhya Pradesh,Hoshangabad,2011,59,26,16,149,17,120,0
Madhya Pradesh,Indore,2011,129,52,41,339,59,398,3
Madhya Pradesh,Indore Rly.,2011,2,1,1,4,0,0,0
Madhya Pradesh,Jabalpur,2011,107,27,39,269,40,212,2
Madhya Pradesh,Jabalpur Rly.,2011,3,2,1,3,0,0,0
Madhya Pradesh,Jhabua,2011,42,17,4,62,0,10,0
Madhya Pradesh,Katni,2011,62,7,16,140,12,51,0
Madhya Pradesh,Khandwa,2011,59,10,5,141,19,24,0
Madhya Pradesh,Khargon,2011,39,13,38,118,14,38,0
Madhya Pradesh,Mandla,2011,63,9,4,101,12,27,0
Madhya Pradesh,Mandsaur,2011,49,18,4,100,6,58,10
Madhya Pradesh,Morena,2011,40,23,32,85,4,85,0
Madhya Pradesh,Narsinghpur,2011,65,15,20,108,25,69,0
Madhya Pradesh,Neemuch,2011,25,9,4,49,4,51,9
Madhya Pradesh,Panna,2011,48,5,14,87,5,48,0
Madhya Pradesh,Raisen,2011,118,22,15,179,16,67,0
Madhya Pradesh,Rajgarh,2011,90,21,6,175,39,51,0
Madhya Pradesh,Ratlam,2011,97,39,9,131,18,135,0
Madhya Pradesh,Rewa,2011,91,25,32,122,107,112,8
Madhya Pradesh,Sagar,2011,131,104,37,416,29,156,0
Madhya Pradesh,Satna,2011,83,13,20,177,7,109,0
Madhya Pradesh,Seoni,2011,61,11,9,111,13,27,0
Madhya Pradesh,Shahdol,2011,80,17,21,143,9,108,0
Madhya Pradesh,Shajapur,2011,50,10,8,135,17,7,0
Madhya Pradesh,Sheopur,2011,18,7,2,28,2,9,0
Madhya Pradesh,Shivpuri,2011,93,18,13,168,5,65,0
Madhya Pradesh,Sidhi,2011,32,31,16,93,1,45,0
Madhya Pradesh,Sihore,2011,82,26,11,119,14,76,0
Madhya Pradesh,Singrauli,2011,43,24,13,89,1,59,0
Madhya Pradesh,Tikamgarh,2011,76,23,18,153,4,36,10
Madhya Pradesh,Ujjain,2011,81,35,14,196,36,176,0
Madhya Pradesh,Umariya,2011,22,4,3,78,10,27,0
Madhya Pradesh,Vidisha,2011,87,27,16,197,19,79,0
Madhya Pradesh,Total,2011,3406,1088,811,6665,762,3732,45
Maharashtra,Ahmednagar,2011,78,59,32,160,5,677,0
Maharashtra,Akola,2011,30,37,13,93,24,140,0
Maharashtra,Amravati Commr.,2011,22,19,2,49,13,94,0
Maharashtra,Amravati Rural,2011,69,27,3,142,43,104,0
Maharashtra,Aurangabad Commr.,2011,16,24,7,65,29,122,0
Maharashtra,Aurangabad Rural,2011,18,12,36,78,12,212,0
Maharashtra,Beed,2011,32,37,11,99,14,378,0
Maharashtra,Bhandara,2011,23,9,1,30,14,50,0
Maharashtra,Buldhana,2011,26,27,14,124,24,194,0
Maharashtra,Chandrapur,2011,56,25,4,108,77,109,0
Maharashtra,Dhule,2011,16,27,4,52,7,203,0
Maharashtra,Gadchiroli,2011,20,3,0,24,3,23,0
Maharashtra,Gondia,2011,31,23,1,67,19,36,0
Maharashtra,Hingoli,2011,18,8,0,42,5,82,0
Maharashtra,Jalgaon,2011,48,25,8,146,51,364,0
Maharashtra,Jalna,2011,15,17,23,73,10,289,0
Maharashtra,Kolhapur,2011,42,35,19,59,18,121,0
Maharashtra,Latur,2011,17,37,4,57,0,156,0
Maharashtra,Mumbai Commr.,2011,221,166,14,553,162,393,0
Maharashtra,Mumbai Rly.,2011,3,6,0,8,3,0,0
Maharashtra,Nagpur Commr.,2011,45,24,4,68,53,174,0
Maharashtra,Nagpur Rly.,2011,1,0,0,9,1,1,0
Maharashtra,Nagpur Rural,2011,44,24,11,65,15,62,0
Maharashtra,Nanded,2011,32,43,29,93,3,325,0
Maharashtra,Nandurbar,2011,20,15,0,40,7,87,0
Maharashtra,Nasik Commr.,2011,25,11,5,37,10,115,0
Maharashtra,Nasik Rural,2011,43,28,5,91,33,298,0
Maharashtra,Navi Mumbai,2011,38,17,1,57,33,110,0
Maharashtra,Osmanabad,2011,30,18,2,88,11,186,0
Maharashtra,Parbhani,2011,26,16,5,80,6,215,0
Maharashtra,Pune Commr.,2011,79,72,8,118,80,251,0
Maharashtra,Pune Rly.,2011,0,0,0,4,0,0,0
Maharashtra,Pune Rural,2011,87,48,16,122,26,172,0
Maharashtra,Raigad,2011,7,5,2,42,15,42,0
Maharashtra,Ratnagiri,2011,30,10,1,35,18,49,0
Maharashtra,Sangli,2011,40,13,5,51,8,98,0
Maharashtra,Satara,2011,34,36,2,80,16,179,0
Maharashtra,Sindhudurg,2011,11,7,0,8,12,5,0
Maharashtra,Solapur Commr.,2011,22,18,0,31,9,68,0
Maharashtra,Solapur Rural,2011,53,32,6,94,32,175,0
Maharashtra,Thane Commr.,2011,79,70,8,161,38,342,0
Maharashtra,Thane Rural,2011,63,32,10,105,18,57,0
Maharashtra,Wardha,2011,34,23,3,88,45,62,0
Maharashtra,Washim,2011,13,21,12,80,12,118,0
Maharashtra,Yavatmal,2011,44,46,8,118,37,198,0
Maharashtra,Total,2011,1701,1252,339,3794,1071,7136,0
Manipur,Bishnupur,2011,2,11,0,11,0,3,0
Manipur,Chandel,2011,1,0,0,0,0,0,0
Manipur,Churachandpur,2011,0,3,0,0,0,1,0
Manipur,Cid,2011,0,0,0,0,0,0,0
Manipur,Imphal East,2011,11,28,0,7,0,8,0
Manipur,Imphal West,2011,17,45,1,11,0,8,0
Manipur,Senapati,2011,0,1,0,0,0,0,0
Manipur,Tamenglong,2011,0,0,0,1,0,0,0
Manipur,Thoubal,2011,21,28,0,8,0,19,0
Manipur,Ukhrul,2011,1,0,0,0,0,0,0
Manipur,Total,2011,53,116,1,38,0,39,0
Meghalaya,Garo Hills East,2011,3,0,0,0,0,0,0
Meghalaya,Garo Hills South,2011,2,4,0,2,0,1,0
Meghalaya,Garo Hills West,2011,8,9,1,22,1,8,0
Meghalaya,Jaintia Hills,2011,43,8,0,6,0,0,0
Meghalaya,Khasi Hills East,2011,42,8,0,32,0,11,0
Meghalaya,Khasi Hills West,2011,15,5,0,8,0,0,0
Meghalaya,Ri-Bhoi,2011,17,3,0,4,0,1,3
Meghalaya,Total,2011,130,37,1,74,1,21,3
Mizoram,Aizawl,2011,35,0,0,43,0,9,0
Mizoram,Champhai,2011,10,0,0,10,0,0,0
Mizoram,Kolasib,2011,7,0,0,3,1,0,0
Mizoram,Lawngtlai,2011,2,0,0,0,0,0,0
Mizoram,Lunglei,2011,13,0,0,3,0,0,0
Mizoram,Mamit,2011,4,0,0,4,0,0,0
Mizoram,Saiha,2011,2,0,0,5,0,0,0
Mizoram,Serchhip,2011,4,0,0,4,0,0,0
Mizoram,Total,2011,77,0,0,72,1,9,0
Nagaland,Dimapur,2011,9,1,0,7,0,1,0
Nagaland,Kiphire,2011,0,0,0,0,0,0,0
Nagaland,Kohima,2011,0,0,0,0,0,0,0
Nagaland,Longleng,2011,1,0,0,0,0,0,0
Nagaland,Mokokchung,2011,2,1,0,0,0,0,0
Nagaland,Mon,2011,2,0,0,0,0,0,0
Nagaland,Peren,2011,0,0,0,0,0,0,0
Nagaland,Phek,2011,3,0,0,2,0,0,0
Nagaland,Tuensang,2011,2,0,0,0,0,0,0
Nagaland,Wokha,2011,1,0,0,0,0,0,0
Nagaland,Zunheboto,2011,3,1,0,0,0,0,0
Nagaland,Total,2011,23,3,0,9,0,1,0
Odisha,Angul,2011,63,39,25,299,8,58,0
Odisha,Balasore,2011,75,97,45,217,19,279,0
Odisha,Baragarh,2011,21,11,16,91,18,99,0
Odisha,Berhampur,2011,13,15,9,154,12,86,0
Odisha,Bhadrak,2011,26,51,24,93,4,138,0
Odisha,Bolangir,2011,52,24,6,166,4,44,0
Odisha,Boudh,2011,14,16,0,56,5,15,0
Odisha,Cuttack,2011,34,40,24,26,5,133,0
Odisha,Dcp Bbsr,2011,35,32,13,43,5,32,0
Odisha,Dcp Ctc,2011,19,25,0,17,2,88,0
Odisha,Deogarh,2011,15,8,2,68,1,6,0
Odisha,Dhenkanal,2011,17,29,22,185,11,24,0
Odisha,Gajapati,2011,11,6,0,56,3,20,0
Odisha,Ganjam,2011,50,39,32,358,15,0,0
Odisha,Jagatsinghpur,2011,31,42,18,12,0,75,0
Odisha,Jajpur,2011,31,44,30,94,9,97,0
Odisha,Jharsuguda,2011,27,12,7,45,4,17,0
Odisha,Kalahandi,2011,46,22,9,97,11,95,0
Odisha,Kandhamal,2011,32,21,9,70,8,41,0
Odisha,Kendrapara,2011,41,43,36,14,1,147,0
Odisha,Keonjhar,2011,75,44,22,134,11,110,0
Odisha,Khurda,2011,29,27,10,14,2,139,0
Odisha,Koraput,2011,53,36,0,126,10,48,0
Odisha,Malkangir,2011,8,10,6,46,7,19,0
Odisha,Mayurbhanj,2011,76,87,34,227,20,143,0
Odisha,Nayagarh,2011,25,26,16,4,1,89,0
Odisha,Nowrangpur,2011,44,44,2,80,13,43,0
Odisha,Nuapada,2011,4,10,2,51,6,20,0
Odisha,Puri,2011,21,27,27,16,1,98,0
Odisha,Rayagada,2011,32,34,7,106,6,38,0
Odisha,Rourkela,2011,26,19,1,63,6,31,0
Odisha,Sambalpur,2011,30,12,2,48,2,29,0
Odisha,Sonepur,2011,10,4,3,48,1,9,0
Odisha,Srp(Cuttack),2011,0,0,0,8,1,0,0
Odisha,Srp(Rourkela),2011,1,0,1,9,1,3,0
Odisha,Sundargarh,2011,25,12,5,66,2,7,0
Odisha,Total,2011,1112,1008,465,3207,235,2320,0
Punjab,Amritsar,2011,16,20,1,16,0,58,0
Punjab,Barnala,2011,5,5,3,6,0,10,0
Punjab,Batala,2011,13,14,4,8,0,35,0
Punjab,Bhatinda,2011,37,20,5,11,1,49,0
Punjab,Cp Amritsar,2011,20,34,4,7,1,101,0
Punjab,Cp Jalandhar,2011,15,40,4,19,3,74,0
Punjab,Cp Ludhiana,2011,48,76,14,25,12,109,0
Punjab,Faridkot,2011,8,6,1,10,0,20,0
Punjab,Fatehgarh Sahib,2011,4,8,4,4,1,21,0
Punjab,Fazilka,2011,21,17,3,5,0,29,0
Punjab,Ferozpur,2011,20,25,6,9,0,53,0
Punjab,G.R.P,2011,0,0,0,0,0,0,0
Punjab,Gurdaspur,2011,12,22,6,17,0,38,0
Punjab,Hoshiarpur,2011,28,23,11,13,2,72,0
Punjab,Jalandhar,2011,31,26,6,22,0,57,0
Punjab,Kapurthala,2011,16,17,2,10,0,39,0
Punjab,Khanna,2011,7,8,1,6,0,10,0
Punjab,Ludhiana,2011,8,10,4,4,4,22,0
Punjab,Mansa,2011,14,5,4,5,0,13,0
Punjab,Moga,2011,12,12,5,3,0,26,0
Punjab,Muktsar,2011,17,14,7,8,0,16,0
Punjab,Pathankot,2011,10,12,5,2,0,21,0
Punjab,Patiala,2011,25,26,13,22,0,95,0
Punjab,Ropar,2011,14,16,5,9,1,18,0
Punjab,Sangrur,2011,30,11,14,10,0,36,0
Punjab,Sas Ngr,2011,24,27,4,13,3,76,0
Punjab,Sbs Nagar,2011,8,6,4,6,3,14,0
Punjab,Tarn Taran,2011,16,17,3,12,0,24,0
Punjab,Total,2011,479,517,143,282,31,1136,0
Rajasthan,Ajmer,2011,70,108,15,105,0,709,0
Rajasthan,Alwar,2011,99,143,53,136,0,556,0
Rajasthan,Banswara,2011,55,95,6,59,2,190,0
Rajasthan,Baran,2011,60,88,10,158,1,351,0
Rajasthan,Barmer,2011,21,34,27,36,0,201,0
Rajasthan,Bharatpur,2011,69,139,29,85,0,478,0
Rajasthan,Bhilwara,2011,52,74,16,90,0,558,0
Rajasthan,Bikaner,2011,55,25,17,54,0,446,0
Rajasthan,Bundi,2011,40,99,6,114,0,298,0
Rajasthan,Chittorgarh,2011,50,98,4,48,1,588,0
Rajasthan,Churu,2011,37,26,10,11,0,342,0
Rajasthan,Dausa,2011,13,72,12,17,0,184,0
Rajasthan,Dholpur,2011,32,64,19,12,0,197,0
Rajasthan,Dungarpur,2011,39,87,5,57,0,134,0
Rajasthan,G.R.P.Ajmer,2011,2,6,0,9,0,0,0
Rajasthan,G.R.P.Jodhpur,2011,0,1,0,7,0,0,0
Rajasthan,Ganganagar,2011,99,68,19,73,1,653,0
Rajasthan,Hanumangarh,2011,82,38,12,66,0,405,0
Rajasthan,Jaipur East,2011,31,69,15,59,0,272,0
Rajasthan,Jaipur North,2011,20,38,8,23,0,241,0
Rajasthan,Jaipur Rural,2011,37,75,15,37,0,213,0
Rajasthan,Jaipur South,2011,18,47,6,18,0,215,0
Rajasthan,Jaipur West,2011,23,72,10,25,0,208,0
Rajasthan,Jaisalmer,2011,4,5,5,17,0,20,0
Rajasthan,Jalore,2011,22,47,14,24,0,154,0
Rajasthan,Jhalawar,2011,67,55,14,201,3,385,0
Rajasthan,Jhunjhunu,2011,51,59,21,68,0,284,0
Rajasthan,Jodhpur City,2011,33,45,13,57,1,338,0
Rajasthan,Jodhpur Rural,2011,26,35,17,28,0,133,0
Rajasthan,Karauli,2011,38,78,18,18,0,174,0
Rajasthan,Kota City,2011,24,74,5,58,0,413,0
Rajasthan,Kota Rural,2011,44,50,5,98,0,235,0
Rajasthan,Nagaur,2011,70,60,14,66,0,398,0
Rajasthan,Pali,2011,64,88,11,84,0,451,0
Rajasthan,Pratapgarh,2011,103,77,7,65,0,212,0
Rajasthan,Rajsamand,2011,14,44,2,61,0,234,0
Rajasthan,Sawai Madhopur,2011,24,72,4,43,0,201,0
Rajasthan,Sikar,2011,50,69,26,11,0,232,0
Rajasthan,Sirohi,2011,27,52,5,76,0,156,0
Rajasthan,Tonk,2011,25,75,5,23,0,315,0
Rajasthan,Udaipur,2011,110,162,14,150,0,444,0
Rajasthan,Total,2011,1800,2713,514,2447,9,12218,0
Sikkim,East,2011,7,5,0,6,0,2,0
Sikkim,North,2011,0,0,0,1,0,0,0
Sikkim,South,2011,4,4,0,11,0,1,0
Sikkim,West,2011,5,1,0,6,0,1,0
Sikkim,Total,2011,16,10,0,24,0,4,0
Tamil Nadu,Ariyalur,2011,16,17,1,47,3,15,0
Tamil Nadu,Chennai,2011,76,41,20,73,121,229,0
Tamil Nadu,Chennai Rly.,2011,0,1,1,6,5,0,0
Tamil Nadu,Coimbatore Rural,2011,5,29,1,43,0,50,0
Tamil Nadu,Coimbatore Urban,2011,9,10,2,32,5,83,0
Tamil Nadu,Cuddalore,2011,30,102,16,12,0,57,0
Tamil Nadu,Dharmapuri,2011,14,61,0,44,0,53,0
Tamil Nadu,Dindigul,2011,18,50,3,45,0,117,0
Tamil Nadu,Erode,2011,10,35,1,35,3,19,0
Tamil Nadu,Kanchipuram,2011,19,22,1,25,4,25,0
Tamil Nadu,Kanyakumari,2011,10,50,3,7,137,90,0
Tamil Nadu,Karur,2011,8,56,1,21,3,22,0
Tamil Nadu,Krishnagiri,2011,12,52,7,32,1,29,0
Tamil Nadu,Madurai Rural,2011,21,88,12,68,3,73,0
Tamil Nadu,Madurai Urban,2011,7,18,5,22,4,71,0
Tamil Nadu,Nagapattinam,2011,13,32,5,40,27,12,0
Tamil Nadu,Namakkal,2011,8,55,1,58,12,14,0
Tamil Nadu,Nilgiris,2011,6,7,0,8,2,4,0
Tamil Nadu,Perambalur,2011,7,25,1,18,0,3,0
Tamil Nadu,Pudukottai,2011,7,41,0,24,2,18,0
Tamil Nadu,Ramnathapuram,2011,6,51,1,14,0,9,0
Tamil Nadu,Salem Rural,2011,35,100,4,108,0,51,0
Tamil Nadu,Salem Urban,2011,23,35,2,21,9,38,0
Tamil Nadu,Sivagangai,2011,5,30,1,33,1,43,0
Tamil Nadu,Thanjavur,2011,10,43,1,76,0,12,0
Tamil Nadu,Theni,2011,22,79,12,40,0,89,0
Tamil Nadu,Thirunelveli Rural,2011,52,46,8,57,0,120,0
Tamil Nadu,Thirunelveli Urban,2011,7,13,0,7,0,2,0
Tamil Nadu,Thiruvallur,2011,6,10,7,2,1,12,0
Tamil Nadu,Thiruvannamalai,2011,24,59,3,11,0,11,0
Tamil Nadu,Thiruvarur,2011,4,20,2,8,0,6,0
Tamil Nadu,Thoothugudi,2011,29,35,4,2,0,40,0
Tamil Nadu,Tiruppur,2011,9,43,9,42,0,89,0
Tamil Nadu,Trichy Rly.,2011,0,0,0,3,1,1,0
Tamil Nadu,Trichy Rural,2011,13,52,2,38,0,35,0
Tamil Nadu,Trichy Urban,2011,6,21,2,17,26,28,0
Tamil Nadu,Vellore,2011,25,78,5,29,0,44,0
Tamil Nadu,Villupuram,2011,86,187,7,274,0,140,0
Tamil Nadu,Virudhunagar,2011,19,49,1,25,94,58,0
Tamil Nadu,Total,2011,677,1743,152,1467,464,1812,0
Tripura,Dhalai,2011,21,9,1,38,0,52,0
Tripura,Grp,2011,0,0,0,0,0,0,0
Tripura,North,2011,40,27,1,50,1,172,0
Tripura,South,2011,58,24,5,84,1,181,0
Tripura,West,2011,86,56,23,122,7,297,0
Tripura,Total,2011,205,116,30,294,9,702,0
Uttar Pradesh,Agra,2011,76,328,87,196,0,341,0
Uttar Pradesh,Aligarh,2011,66,265,73,194,0,256,0
Uttar Pradesh,Allahabad,2011,67,190,75,93,1,266,0
Uttar Pradesh,Ambedkar Nagar,2011,16,74,16,33,0,88,0
Uttar Pradesh,Auraiya,2011,15,73,25,14,0,26,0
Uttar Pradesh,Azamgarh,2011,28,101,27,27,0,49,0
Uttar Pradesh,Badaun,2011,18,115,48,62,0,59,0
Uttar Pradesh,Baghpat,2011,12,74,17,35,0,106,0
Uttar Pradesh,Bahraich,2011,57,128,62,49,0,55,0
Uttar Pradesh,Ballia,2011,7,64,17,21,0,27,0
Uttar Pradesh,Balrampur,2011,10,50,16,13,0,0,0
Uttar Pradesh,Banda,2011,26,48,29,56,0,31,0
Uttar Pradesh,Barabanki,2011,36,142,25,51,0,51,0
Uttar Pradesh,Bareilly,2011,34,193,63,92,0,155,0
Uttar Pradesh,Basti,2011,7,28,11,5,0,17,0
Uttar Pradesh,Bhim Nagar,2011,34,105,29,43,0,61,0
Uttar Pradesh,Bijnor,2011,39,118,30,14,0,238,0
Uttar Pradesh,Bulandshahar,2011,47,192,50,94,0,362,0
Uttar Pradesh,Chandoli,2011,8,19,17,7,0,48,0
Uttar Pradesh,Chitrakoot Dham,2011,20,22,14,24,0,11,0
Uttar Pradesh,Csm Nagar,2011,20,96,17,40,0,53,0
Uttar Pradesh,Deoria,2011,8,53,27,12,0,24,0
Uttar Pradesh,Etah,2011,19,61,30,25,0,57,0
Uttar Pradesh,Etawah,2011,13,73,42,28,0,52,0
Uttar Pradesh,Faizabad,2011,27,114,11,56,0,21,0
Uttar Pradesh,Fatehgarh,2011,16,83,25,35,0,59,0
Uttar Pradesh,Fatehpur,2011,40,92,45,55,0,45,0
Uttar Pradesh,Firozabad,2011,32,144,43,57,0,83,0
Uttar Pradesh,G.R.P.,2011,2,6,1,38,0,0,0
Uttar Pradesh,Gautambudh Nagar,2011,25,95,25,42,0,102,0
Uttar Pradesh,Ghaziabad,2011,22,219,47,59,0,255,0
Uttar Pradesh,Ghazipur,2011,11,18,35,16,0,26,0
Uttar Pradesh,Gonda,2011,34,116,27,29,0,6,0
Uttar Pradesh,Gorakhpur,2011,50,215,41,71,0,224,0
Uttar Pradesh,Hamirpur,2011,12,38,15,33,0,20,0
Uttar Pradesh,Hardoi,2011,24,123,32,55,0,72,0
Uttar Pradesh,Hathras,2011,35,77,24,42,0,84,0
Uttar Pradesh,J.P.Nagar,2011,44,50,16,21,0,83,0
Uttar Pradesh,Jalaun,2011,7,47,40,18,0,22,0
Uttar Pradesh,Jaunpur,2011,14,90,42,22,0,41,0
Uttar Pradesh,Jhansi,2011,19,92,28,45,0,52,0
Uttar Pradesh,Kannauj,2011,14,101,34,49,0,98,0
Uttar Pradesh,Kanpur Nagar,2011,71,303,69,140,2,284,0
Uttar Pradesh,Kanshiram Nagar,2011,22,47,22,33,0,21,0
Uttar Pradesh,Kaushambi,2011,23,40,22,36,0,31,0
Uttar Pradesh,Khiri,2011,35,132,57,76,0,57,0
Uttar Pradesh,Kushi Nagar,2011,13,75,35,11,0,31,0
Uttar Pradesh,Lalitpur,2011,15,30,14,52,0,26,0
Uttar Pradesh,Lucknow,2011,55,283,48,142,0,511,0
Uttar Pradesh,Maharajganj,2011,18,42,26,15,0,12,0
Uttar Pradesh,Mahoba,2011,16,31,15,41,0,31,0
Uttar Pradesh,Mainpuri,2011,33,92,34,52,0,52,0
Uttar Pradesh,Mathura,2011,39,123,36,76,0,226,0
Uttar Pradesh,Mau,2011,19,60,7,31,0,64,0
Uttar Pradesh,Meerut,2011,79,271,36,99,0,400,0
Uttar Pradesh,Mirzapur,2011,3,5,20,3,0,34,0
Uttar Pradesh,Moradabad,2011,55,174,30,48,0,210,0
Uttar Pradesh,Muzaffarnagar,2011,19,179,25,37,0,203,0
Uttar Pradesh,Panchshil Nagar,2011,18,78,15,25,0,72,0
Uttar Pradesh,Pilibhit,2011,12,62,39,31,0,69,0
Uttar Pradesh,Prabuddh Nagar,2011,11,52,10,13,0,83,0
Uttar Pradesh,Pratapgarh,2011,24,85,31,35,0,121,0
Uttar Pradesh,Raibareilly,2011,29,55,16,36,0,51,0
Uttar Pradesh,Ramabai Nagar,2011,21,83,29,35,0,65,0
Uttar Pradesh,Rampur,2011,43,98,26,27,0,86,0
Uttar Pradesh,Saharanpur,2011,21,82,32,16,0,135,0
Uttar Pradesh,Sant Kabirnagar,2011,17,48,6,12,0,19,0
Uttar Pradesh,Shahjahanpur,2011,40,130,47,54,0,28,0
Uttar Pradesh,Shrawasti,2011,16,36,16,26,0,1,0
Uttar Pradesh,Sidharthnagar,2011,9,42,17,21,0,29,0
Uttar Pradesh,Sitapur,2011,66,202,60,131,0,138,0
Uttar Pradesh,Sonbhadra,2011,19,21,8,21,0,16,0
Uttar Pradesh,St.Ravidasnagar,2011,2,6,11,3,0,10,0
Uttar Pradesh,Sultanpur,2011,21,46,14,23,0,58,0
Uttar Pradesh,Unnao,2011,36,104,30,66,0,85,0
Uttar Pradesh,Varanasi,2011,11,76,41,17,0,136,0
Uttar Pradesh,Total,2011,2042,7525,2322,3455,3,7121,0
Uttarakhand,Almora,2011,3,2,6,4,0,6,0
Uttarakhand,Bageshwar,2011,2,2,2,2,1,4,0
Uttarakhand,Chamoli,2011,2,1,0,2,0,2,0
Uttarakhand,Champawat,2011,4,3,0,2,0,4,0
Uttarakhand,Dehradun,2011,31,47,10,16,38,101,0
Uttarakhand,Haridwar,2011,26,75,22,30,22,58,0
Uttarakhand,Nainital,2011,10,24,15,4,5,19,0
Uttarakhand,Pauri Garhwal,2011,1,4,2,6,1,6,0
Uttarakhand,Pithoragarh,2011,9,4,5,8,0,5,0
Uttarakhand,Rudra Prayag,2011,3,4,3,6,3,6,0
Uttarakhand,Tehri Garhwal,2011,3,1,1,1,0,1,0
Uttarakhand,Udhamsingh Nagar,2011,31,114,17,33,0,94,0
Uttarakhand,Uttarkashi,2011,4,2,0,2,2,1,0
Uttarakhand,Total,2011,129,283,83,116,72,307,0
West Bengal,24 Parganas North,2011,203,414,88,218,10,2847,0
West Bengal,24 Parganas South,2011,274,349,43,121,3,2793,0
West Bengal,Asansol,2011,31,50,10,30,7,461,0
West Bengal,Bankura,2011,44,36,16,83,1,195,0
West Bengal,Birbhum,2011,44,51,25,63,0,337,0
West Bengal,Burdwan,2011,52,83,16,21,0,665,0
West Bengal,Coochbehar,2011,133,174,25,76,0,494,0
West Bengal,Dakshin Dinajpur,2011,55,111,11,77,5,283,0
West Bengal,Darjeeling,2011,49,88,4,51,6,337,0
West Bengal,Hooghly,2011,54,109,21,38,0,816,0
West Bengal,Howrah,2011,35,114,26,75,16,644,0
West Bengal,Howrah City,2011,24,103,2,2,0,411,0
West Bengal,Howrah G.R.P.,2011,1,6,0,5,0,1,0
West Bengal,Jalpaiguri,2011,211,257,13,223,0,947,0
West Bengal,Kharagpur G.R.P.,2011,0,0,0,5,0,1,0
West Bengal,Kolkata,2011,46,116,11,254,144,557,0
West Bengal,Malda,2011,179,202,14,38,0,762,0
West Bengal,Murshidabad,2011,433,492,49,621,5,2956,0
West Bengal,Nadia,2011,185,453,65,128,2,1923,0
West Bengal,Paschim Midnapur,2011,53,141,27,89,0,803,0
West Bengal,Purab Midnapur,2011,65,156,22,18,0,835,0
West Bengal,Purulia,2011,65,52,3,64,0,197,0
